wilaya_id,wilaya_name,commune_latin,commune_ar
22,"Sidi Bel Abbès",Tilmouni,
22,"Sidi Bel Abbès",Zerouala,
23,Annaba,"Ain Berda",
23,Annaba,Annaba,
23,Annaba,Berrahel,
23,Annaba,Chetaibi,
23,Annaba,Cheurfa,
23,Annaba,"El Bouni",
23,Annaba,"El Hadjar",
23,Annaba,Eulma,
23,Annaba,"Oued El Aneb",
23,Annaba,Seraidi,
23,Annaba,"Sidi Amar",
23,Annaba,Treat,
24,Guelma,"Ain Ben Beida",
24,Guelma,"Ain Hessania",
24,Guelma,"Ain Larbi",
24,Guelma,"Ain Makhlouf",
24,Guelma,"Ain Reggada",
24,Guelma,Belkheir,
24,Guelma,"Ben Djarah",
24,Guelma,"Beni Mezline",
24,Guelma,"Bordj Sabat",
24,Guelma,"Bou Hachana",
24,Guelma,"Bou Hamdane",
24,Guelma,"Bouati Mahmoud",
24,Guelma,Bouchegouf,
24,Guelma,"Bouhamra Ahmed",
24,Guelma,Dahouara,
24,Guelma,"Djeballah Khemissi",
24,Guelma,"El Fedjoudj",
24,Guelma,"Guelaat Bou Sbaa",
24,Guelma,Guelma,
24,Guelma,"Hamam Debagh",
24,Guelma,"Hammam N'bail",
24,Guelma,Heliopolis,
24,Guelma,Khezara,
24,Guelma,"Medjez Amar",
24,Guelma,"Medjez Sfa",
24,Guelma,Nechmaya,
24,Guelma,"Oued Cheham",
24,Guelma,"Oued Fragha",
24,Guelma,"Oued Zenati",
24,Guelma,"Ras El Agba",
24,Guelma,Roknia,
24,Guelma,"Sellaoua Announa",
24,Guelma,"Sidi Sandel",
24,Guelma,Tamlouka,
25,Constantine,"Ain Abid",
25,Constantine,"Ain Smara",
25,Constantine,"Ben Badis",
25,Constantine,"Beni Hamidene",
25,Constantine,Constantine,
25,Constantine,"Didouche Mourad",
25,Constantine,"El Khroub",
25,Constantine,"Hamma Bouziane",
25,Constantine,"Ibn Ziad",
25,Constantine,"Messaoud Boujeriou",
25,Constantine,"Ouled Rahmouni",
25,Constantine,"Zighoud Youcef",
26,Médéa,"Ain Boucif",
26,Médéa,"Ain Ouksir",
26,Médéa,Aissaouia,
26,Médéa,Aziz,
26,Médéa,Baata,
26,Médéa,"Ben Chicao",
26,Médéa,"Beni Slimane",
26,Médéa,Berrouaghia,
26,Médéa,"Bir Ben Laabed",
26,Médéa,Boghar,
26,Médéa,Bouaiche,
26,Médéa,Bouaichoune,
26,Médéa,Bouchrahil,
26,Médéa,Boughzoul,
26,Médéa,Bouskene,
26,Médéa,Chabounia,
26,Médéa,"Chelalet El Adhaoura",
26,Médéa,Cheniguel,
26,Médéa,Damiat,
26,Médéa,Derrag,
26,Médéa,"Deux Bassins",
26,Médéa,Djouab,
26,Médéa,"Draa Essamar",
26,Médéa,"El Azizia",
26,Médéa,"El Guelbelkebir",
26,Médéa,"El Hamdania",
26,Médéa,"El Omaria",
26,Médéa,"El Ouinet",
26,Médéa,Hannacha,
26,Médéa,"Kef Lakhdar",
26,Médéa,"Khams Djouamaa",
26,Médéa,"Ksar El Boukhari",
26,Médéa,Maghraoua,
26,Médéa,Medea,
26,Médéa,Medjebar,
26,Médéa,Meftaha,
26,Médéa,Mezerana,
26,Médéa,Mihoub,
26,Médéa,Ouamri,
26,Médéa,"Oued Harbil",
26,Médéa,"Ouled Antar",
26,Médéa,"Ouled Bouachra",
26,Médéa,"Ouled Brahim",
26,Médéa,"Ouled Deid",
26,Médéa,"Ouled Hellal",
26,Médéa,"Ouled Maaref",
26,Médéa,"Oum El Djellil",
26,Médéa,Ouzera,
26,Médéa,Rebaia,
26,Médéa,Saneg,
26,Médéa,Sedraya,
26,Médéa,Seghouane,
26,Médéa,"Si Mahdjoub",
26,Médéa,"Sidi Demed",
26,Médéa,"Sidi Naamane",
26,Médéa,"Sidi Rabie",
26,Médéa,"Sidi Zahar",
26,Médéa,"Sidi Ziane",
26,Médéa,Souagui,
26,Médéa,Tablat,
26,Médéa,Tafraout,
26,Médéa,Tamesguida,
26,Médéa,"Tletat Ed Douair",
26,Médéa,Zoubiria,
27,Mostaganem,Achaacha,
27,Mostaganem,"Ain Boudinar",
27,Mostaganem,"Ain Nouissy",
27,Mostaganem,"Ain Sidi Cherif",
27,Mostaganem,"Ain Tedles",
27,Mostaganem,"Benabdelmalek Ramdane",
27,Mostaganem,Bouguirat,
27,Mostaganem,Fornaka,
27,Mostaganem,Hadjadj,
27,Mostaganem,"Hassi Mameche",
27,Mostaganem,Hassiane,
27,Mostaganem,Khadra,
27,Mostaganem,"Kheir Eddine",
27,Mostaganem,Mansourah,
27,Mostaganem,Mazagran,
27,Mostaganem,Mesra,
27,Mostaganem,Mostaganem,
27,Mostaganem,Nekmaria,
27,Mostaganem,"Oued El Kheir",
27,Mostaganem,"Ouled Boughalem",
27,Mostaganem,"Ouled Maalah",
27,Mostaganem,Safsaf,
27,Mostaganem,Sayada,
27,Mostaganem,"Sidi Ali",
27,Mostaganem,"Sidi Belaattar",
27,Mostaganem,"Sidi Lakhdar",
27,Mostaganem,Sirat,
27,Mostaganem,Souaflia,
27,Mostaganem,Sour,
27,Mostaganem,Stidia,
27,Mostaganem,Tazgait,
27,Mostaganem,Touahria,
28,M'Sila,"Ain El Hadjel",
28,M'Sila,"Ain El Melh",
28,M'Sila,"Ain Fares",
28,M'Sila,"Ain Khadra",
28,M'Sila,"Ain Rich",
28,M'Sila,Belaiba,
28,M'Sila,"Ben Srour",
28,M'Sila,"Beni Ilmane",
28,M'Sila,Benzouh,
28,M'Sila,Berhoum,
28,M'Sila,"Bir Foda",
28,M'Sila,"Bou Saada",
28,M'Sila,"Bouti Sayeh",
28,M'Sila,Chellal,
28,M'Sila,Dehahna,
28,M'Sila,"Djebel Messaad",
28,M'Sila,"El Hamel",
28,M'Sila,"El Houamed",
28,M'Sila,"Hammam Dalaa",
28,M'Sila,"Khettouti Sed El Jir",
28,M'Sila,Khoubana,
28,M'Sila,M'cif,
28,M'Sila,M'sila,
28,M'Sila,M'tarfa,
28,M'Sila,Maadid,
28,M'Sila,Maarif,
28,M'Sila,Magra,
28,M'Sila,Medjedel,
28,M'Sila,Menaa,
28,M'Sila,"Mohamed Boudiaf",
28,M'Sila,Ouanougha,
28,M'Sila,"Ouled Addi Guebala",
28,M'Sila,"Ouled Derradj",
28,M'Sila,"Ouled Madhi",
28,M'Sila,"Ouled Mansour",
28,M'Sila,"Ouled Sidi Brahim",
28,M'Sila,"Ouled Slimane",
28,M'Sila,Oulteme,
28,M'Sila,"Sidi Aissa",
28,M'Sila,"Sidi Ameur",
28,M'Sila,"Sidi Hadjeres",
28,M'Sila,"Sidi M'hamed",
28,M'Sila,Slim,
28,M'Sila,Souamaa,
28,M'Sila,Tamsa,
28,M'Sila,Tarmount,
28,M'Sila,Zarzour,
29,Mascara,"Ain Fares",
29,Mascara,"Ain Fekan",
29,Mascara,"Ain Ferah",
29,Mascara,"Ain Frass",
29,Mascara,Alaimia,
29,Mascara,Aouf,
29,Mascara,Benian,
29,Mascara,"Bou Henni",
29,Mascara,Bouhanifia,
29,Mascara,Chorfa,
29,Mascara,"El Bordj",
29,Mascara,"El Gaada",
29,Mascara,"El Ghomri",
29,Mascara,"El Gueitena",
29,Mascara,"El Hachem",
29,Mascara,"El Keurt",
29,Mascara,"El Mamounia",
29,Mascara,"El Menaouer",
29,Mascara,Ferraguig,
29,Mascara,Froha,
29,Mascara,Gharrous,
29,Mascara,Ghriss,
29,Mascara,Guerdjoum,
29,Mascara,Hacine,
29,Mascara,Khalouia,
29,Mascara,Makhda,
29,Mascara,Maoussa,
29,Mascara,Mascara,
29,Mascara,Matemore,
29,Mascara,"Mocta Douz",
29,Mascara,Mohammadia,
29,Mascara,Nesmot,
29,Mascara,Oggaz,
29,Mascara,"Oued El Abtal",
29,Mascara,"Oued Taria",
29,Mascara,"Ras El Ain Amirouche",
29,Mascara,Sedjerara,
29,Mascara,Sehailia,
29,Mascara,"Sidi Abdeldjebar",
29,Mascara,"Sidi Abdelmoumene",
29,Mascara,"Sidi Boussaid",
29,Mascara,"Sidi Kada",
29,Mascara,Sig,
29,Mascara,Tighennif,
29,Mascara,Tizi,
29,Mascara,Zahana,
29,Mascara,Zelamta,
30,Ouargla,"Ain Beida",
30,Ouargla,"El Borma",
30,Ouargla,"Hassi Ben Abdellah",
30,Ouargla,"Hassi Messaoud",
30,Ouargla,N'goussa,
30,Ouargla,Ouargla,
30,Ouargla,Rouissat,
30,Ouargla,"Sidi Khouiled",
31,Oran,"Ain Biya",
31,Oran,"Ain Kerma",
31,Oran,"Ain Turk",
31,Oran,Arzew,
31,Oran,"Ben Freha",
31,Oran,Bethioua,
31,Oran,"Bir El Djir",
31,Oran,Boufatis,
31,Oran,Bousfer,
31,Oran,Boutlelis,
31,Oran,"El Ancar",
31,Oran,"El Braya",
31,Oran,"El Kerma",
31,Oran,"Es Senia",
31,Oran,Gdyel,
31,Oran,"Hassi Ben Okba",
31,Oran,"Hassi Bounif",
31,Oran,"Hassi Mefsoukh",
31,Oran,"Marsat El Hadjadj",
31,Oran,"Mers El Kebir",
31,Oran,Messerghin,
31,Oran,Oran,
31,Oran,"Oued Tlelat",
31,Oran,"Sidi Ben Yebka",
31,Oran,"Sidi Chami",
31,Oran,Tafraoui,
32,"El Bayadh","Ain El Orak",
32,"El Bayadh",Arbaouat,
32,"El Bayadh",Boualem,
32,"El Bayadh",Bougtoub,
32,"El Bayadh",Boussemghoun,
32,"El Bayadh",Brezina,
32,"El Bayadh",Cheguig,
32,"El Bayadh",Chellala,
32,"El Bayadh","El Bayadh",
32,"El Bayadh","El Biodh Sidi Cheikh",
32,"El Bayadh","El Bnoud",
32,"El Bayadh","El Kheither",
32,"El Bayadh","El Mehara",
32,"El Bayadh",Ghassoul,
32,"El Bayadh","Kef El Ahmar",
32,"El Bayadh",Krakda,
32,"El Bayadh",Rogassa,
32,"El Bayadh","Sidi Ameur",
32,"El Bayadh","Sidi Slimane",
32,"El Bayadh","Sidi Tifour",
32,"El Bayadh",Stitten,
32,"El Bayadh",Tousmouline,
33,Illizi,"Bordj Omar Driss",
33,Illizi,Debdeb,
33,Illizi,Illizi,
33,Illizi,"In Amenas",
34,"Bordj Bou Arreridj","Ain Taghrout",
34,"Bordj Bou Arreridj","Ain Tesra",
34,"Bordj Bou Arreridj",Belimour,
34,"Bordj Bou Arreridj","Ben Daoud",
34,"Bordj Bou Arreridj","Bir Kasdali",
34,"Bordj Bou Arreridj","Bordj Bou Arreridj",
34,"Bordj Bou Arreridj","Bordj Ghdir",
34,"Bordj Bou Arreridj","Bordj Zemora",
34,"Bordj Bou Arreridj",Colla,
34,"Bordj Bou Arreridj",Djaafra,
34,"Bordj Bou Arreridj","El Ach",
34,"Bordj Bou Arreridj","El Achir",
34,"Bordj Bou Arreridj","El Anseur",
34,"Bordj Bou Arreridj","El Hamadia",
34,"Bordj Bou Arreridj","El M'hir",
34,"Bordj Bou Arreridj","El Main",
34,"Bordj Bou Arreridj",Ghilassa,
34,"Bordj Bou Arreridj",Haraza,
34,"Bordj Bou Arreridj",Hasnaoua,
34,"Bordj Bou Arreridj",Khelil,
34,"Bordj Bou Arreridj",Ksour,
34,"Bordj Bou Arreridj",Mansoura,
34,"Bordj Bou Arreridj",Medjana,
34,"Bordj Bou Arreridj","Ouled Brahem",
34,"Bordj Bou Arreridj","Ouled Dahmane",
34,"Bordj Bou Arreridj","Ouled Sidi Brahim",
34,"Bordj Bou Arreridj",Rabta,
34,"Bordj Bou Arreridj","Ras El Oued",
34,"Bordj Bou Arreridj","Sidi Embarek",
34,"Bordj Bou Arreridj",Tafreg,
34,"Bordj Bou Arreridj",Taglait,
34,"Bordj Bou Arreridj","Teniet En Nasr",
34,"Bordj Bou Arreridj",Tesmart,
34,"Bordj Bou Arreridj",Tixter,
35,Boumerdès,Afir,
35,Boumerdès,Ammal,
35,Boumerdès,Baghlia,
35,Boumerdès,"Ben Choud",
35,Boumerdès,"Beni Amrane",
35,Boumerdès,"Bordj Menaiel",
35,Boumerdès,Boudouaou,
35,Boumerdès,"Boudouaou El Bahri",
35,Boumerdès,Boumerdes,
35,Boumerdès,"Bouzegza Keddara",
35,Boumerdès,"Chabet El Ameur",
35,Boumerdès,Corso,
35,Boumerdès,Dellys,
35,Boumerdès,Djinet,
35,Boumerdès,"El Kharrouba",
35,Boumerdès,Hammedi,
35,Boumerdès,Isser,
35,Boumerdès,"Khemis El Khechna",
35,Boumerdès,Larbatache,
35,Boumerdès,Leghata,
35,Boumerdès,Naciria,
35,Boumerdès,"Ouled Aissa",
35,Boumerdès,"Ouled Hedadj",
35,Boumerdès,"Ouled Moussa",
35,Boumerdès,"Si Mustapha",
35,Boumerdès,"Sidi Daoud",
35,Boumerdès,"Souk El Haad",
35,Boumerdès,Taourga,
35,Boumerdès,Thenia,
35,Boumerdès,Tidjelabine,
35,Boumerdès,Timezrit,
35,Boumerdès,Zemmouri,
36,"El Tarf","Ain El Assel",
36,"El Tarf","Ain Kerma",
36,"El Tarf",Asfour,
36,"El Tarf","Ben M Hidi",
36,"El Tarf",Berrihane,
36,"El Tarf",Besbes,
36,"El Tarf",Bougous,
36,"El Tarf",Bouhadjar,
36,"El Tarf",Bouteldja,
36,"El Tarf","Chebaita Mokhtar",
36,"El Tarf",Chefia,
36,"El Tarf",Chihani,
36,"El Tarf",Drean,
36,"El Tarf",Echatt,
36,"El Tarf","El Aioun",
36,"El Tarf","El Kala",
36,"El Tarf","El Tarf",
36,"El Tarf","Hammam Beni Salah",
36,"El Tarf","Lac Des Oiseaux",
36,"El Tarf","Oued Zitoun",
36,"El Tarf","Raml Souk",
36,"El Tarf",Souarekh,
36,"El Tarf",Zerizer,
36,"El Tarf",Zitouna,
37,Tindouf,"Oum El Assel",
37,Tindouf,Tindouf,
38,Tissemsilt,Ammari,
38,Tissemsilt,"Beni Chaib",
38,Tissemsilt,"Beni Lahcene",
38,Tissemsilt,"Bordj Bounaama",
38,Tissemsilt,"Bordj El Emir Abdelkader",
38,Tissemsilt,"Bou Caid",
38,Tissemsilt,Khemisti,
38,Tissemsilt,Larbaa,
38,Tissemsilt,Lardjem,
38,Tissemsilt,Layoune,
38,Tissemsilt,Lazharia,
38,Tissemsilt,Maacem,
38,Tissemsilt,Melaab,
38,Tissemsilt,"Ouled Bessem",
38,Tissemsilt,"Sidi Abed",
38,Tissemsilt,"Sidi Boutouchent",
38,Tissemsilt,"Sidi Lantri",
38,Tissemsilt,"Sidi Slimane",
38,Tissemsilt,Tamellalet,
38,Tissemsilt,"Theniet El Had",
38,Tissemsilt,Tissemsilt,
38,Tissemsilt,Youssoufia,
39,"El Oued",Bayadha,
39,"El Oued","Ben Guecha",
39,"El Oued",Debila,
39,"El Oued","Douar El Maa",
39,"El Oued","El Ogla",
39,"El Oued","El Oued",
39,"El Oued",Guemar,
39,"El Oued",Hamraia,
39,"El Oued","Hassani Abdelkrim",
39,"El Oued","Hassi Khalifa",
39,"El Oued",Kouinine,
39,"El Oued",Magrane,
39,"El Oued","Mih Ouansa",
39,"El Oued",Nakhla,
39,"El Oued","Oued El Alenda",
39,"El Oued",Ourmes,
39,"El Oued",Reguiba,
39,"El Oued",Robbah,
39,"El Oued","Sidi Aoun",
39,"El Oued",Taghzout,
39,"El Oued","Taleb Larbi",
39,"El Oued",Trifaoui,
40,Khenchela,"Ain Touila",
40,Khenchela,Babar,
40,Khenchela,Baghai,
40,Khenchela,Bouhmama,
40,Khenchela,Chelia,
40,Khenchela,Cherchar,
40,Khenchela,Djellal,
40,Khenchela,"El Hamma",
40,Khenchela,"El Mahmal",
40,Khenchela,"El Oueldja",
40,Khenchela,Ensigha,
40,Khenchela,Kais,
40,Khenchela,Khenchela,
40,Khenchela,Khirane,
40,Khenchela,M'sara,
40,Khenchela,M'toussa,
40,Khenchela,"Ouled Rechache",
40,Khenchela,Remila,
40,Khenchela,Tamza,
40,Khenchela,Taouzianat,
40,Khenchela,Yabous,
41,"Souk Ahras","Ain Soltane",
41,"Souk Ahras","Ain Zana",
41,"Souk Ahras","Bir Bouhouche",
41,"Souk Ahras",Drea,
41,"Souk Ahras",Haddada,
41,"Souk Ahras",Hanencha,
41,"Souk Ahras",Khedara,
41,"Souk Ahras",Khemissa,
41,"Souk Ahras",M'daourouche,
41,"Souk Ahras",Machroha,
41,"Souk Ahras",Merahna,
41,"Souk Ahras","Oued Kebrit",
41,"Souk Ahras","Ouled Driss",
41,"Souk Ahras","Ouled Moumen",
41,"Souk Ahras","Oum El Adhaim",
41,"Souk Ahras",Quillen,
41,"Souk Ahras",Ragouba,
41,"Souk Ahras","Safel El Ouiden",
41,"Souk Ahras",Sedrata,
41,"Souk Ahras","Sidi Fredj",
41,"Souk Ahras","Souk Ahras",
41,"Souk Ahras",Taoura,
41,"Souk Ahras",Terraguelt,
41,"Souk Ahras",Tiffech,
41,"Souk Ahras",Zaarouria,
41,"Souk Ahras",Zouabi,
42,Tipaza,Aghbal,
42,Tipaza,"Ahmer El Ain",
42,Tipaza,"Ain Tagourait",
42,Tipaza,Attatba,
42,Tipaza,"Beni Mileuk",
42,Tipaza,"Bou Haroun",
42,Tipaza,"Bou Ismail",
42,Tipaza,Bourkika,
42,Tipaza,Chaiba,
42,Tipaza,Cherchell,
42,Tipaza,Damous,
42,Tipaza,Douaouda,
42,Tipaza,Fouka,
42,Tipaza,Gouraya,
42,Tipaza,Hadjout,
42,Tipaza,"Hadjret Ennous",
42,Tipaza,Khemisti,
42,Tipaza,Kolea,
42,Tipaza,Larhat,
42,Tipaza,Menaceur,
42,Tipaza,Merad,
42,Tipaza,Messelmoun,
42,Tipaza,Nador,
42,Tipaza,"Sidi Amar",
42,Tipaza,"Sidi Ghiles",
42,Tipaza,"Sidi Rached",
42,Tipaza,"Sidi Semiane",
42,Tipaza,Tipaza,
43,Mila,"Ahmed Rachedi",
43,Mila,"Ain Beida Harriche",
43,Mila,"Ain Mellouk",
43,Mila,"Ain Tine",
43,Mila,"Amira Arres",
43,Mila,"Benyahia Abderrahmane",
43,Mila,Bouhatem,
43,Mila,"Chelghoum Laid",
43,Mila,Chigara,
43,Mila,"Derrahi Bousselah",
43,Mila,"El Mechira",
43,Mila,"Elayadi Barbes",
43,Mila,Ferdjioua,
43,Mila,"Grarem Gouga",
43,Mila,Hamala,
43,Mila,Mila,
43,Mila,"Minar Zarza",
43,Mila,"Oued Athmenia",
43,Mila,"Oued Endja",
43,Mila,"Oued Seguen",
43,Mila,"Ouled Khalouf",
43,Mila,Rouached,
43,Mila,"Sidi Khelifa",
43,Mila,"Sidi Merouane",
43,Mila,Tadjenanet,
43,Mila,"Tassadane Haddada",
43,Mila,Teleghma,
43,Mila,"Terrai Bainem",
43,Mila,Tessala,
43,Mila,Tiberguent,
43,Mila,"Yahia Beniguecha",
43,Mila,Zeghaia,
44,"Aïn Defla","Ain Benian",
44,"Aïn Defla","Ain Bouyahia",
44,"Aïn Defla","Ain Defla",
44,"Aïn Defla","Ain Lechiakh",
44,"Aïn Defla","Ain Soltane",
44,"Aïn Defla","Ain Tork",
44,"Aïn Defla",Arib,
44,"Aïn Defla",Barbouche,
44,"Aïn Defla",Bathia,
44,"Aïn Defla",Belaas,
44,"Aïn Defla","Ben Allal",
44,"Aïn Defla","Bir Ould Khelifa",
44,"Aïn Defla","Bordj Emir Khaled",
44,"Aïn Defla",Boumedfaa,
44,"Aïn Defla",Bourached,
44,"Aïn Defla",Djelida,
44,"Aïn Defla","Djemaa Ouled Cheikh",
44,"Aïn Defla",Djendel,
44,"Aïn Defla","El Abadia",
44,"Aïn Defla","El Amra",
44,"Aïn Defla","El Attaf",
44,"Aïn Defla","El Maine",
44,"Aïn Defla","Hammam Righa",
44,"Aïn Defla",Hassania,
44,"Aïn Defla",Hoceinia,
44,"Aïn Defla","Khemis Miliana",
44,"Aïn Defla",Mekhatria,
44,"Aïn Defla",Miliana,
44,"Aïn Defla","Oued Chorfa",
44,"Aïn Defla","Oued Djemaa",
44,"Aïn Defla",Rouina,
44,"Aïn Defla","Sidi Lakhdar",
44,"Aïn Defla","Tacheta Zegagha",
44,"Aïn Defla","Tarik Ibn Ziad",
44,"Aïn Defla",Tiberkanine,
44,"Aïn Defla",Zeddine,
45,Naâma,"Ain Ben Khelil",
45,Naâma,"Ain Safra",
45,Naâma,Assela,
45,Naâma,"Djeniane Bourzeg",
45,Naâma,"El Biod",
45,Naâma,Kasdir,
45,Naâma,"Makman Ben Amer",
45,Naâma,Mecheria,
45,Naâma,Moghrar,
45,Naâma,Naama,
45,Naâma,Sfissifa,
45,Naâma,Tiout,
46,"Aïn Témouchent",Aghlal,
46,"Aïn Témouchent","Ain El Arbaa",
46,"Aïn Témouchent","Ain Kihal",
46,"Aïn Témouchent","Ain Temouchent",
46,"Aïn Témouchent","Ain Tolba",
46,"Aïn Témouchent",Aoubellil,
46,"Aïn Témouchent","Beni Saf",
46,"Aïn Témouchent",Bouzedjar,
46,"Aïn Témouchent","Chaabat El Ham",
46,"Aïn Témouchent",Chentouf,
46,"Aïn Témouchent","El Amria",
46,"Aïn Témouchent","El Malah",
46,"Aïn Témouchent","El Messaid",
46,"Aïn Témouchent","Emir Abdelkader",
46,"Aïn Témouchent","Hammam Bouhadjar",
46,"Aïn Témouchent",Hassasna,
46,"Aïn Témouchent","Hassi El Ghella",
46,"Aïn Témouchent","Oued Berkeche",
46,"Aïn Témouchent","Oued Sebbah",
46,"Aïn Témouchent","Ouled Boudjemaa",
46,"Aïn Témouchent","Ouled Kihal",
46,"Aïn Témouchent","Oulhaca El Gheraba",
46,"Aïn Témouchent","Sidi Ben Adda",
46,"Aïn Témouchent","Sidi Boumediene",
46,"Aïn Témouchent","Sidi Ouriache",
46,"Aïn Témouchent","Sidi Safi",
46,"Aïn Témouchent",Tamzoura,
46,"Aïn Témouchent",Terga,
47,Ghardaïa,Berriane,
47,Ghardaïa,Bounoura,
47,Ghardaïa,"Dhayet Bendhahoua",
47,Ghardaïa,"El Atteuf",
47,Ghardaïa,"El Guerrara",
47,Ghardaïa,Ghardaia,
47,Ghardaïa,Mansoura,
47,Ghardaïa,Metlili,
47,Ghardaïa,Sebseb,
47,Ghardaïa,Zelfana,
48,Relizane,"Ain Rahma",
48,Relizane,"Ain Tarek",
48,Relizane,"Ammi Moussa",
48,Relizane,"Belaassel Bouzagza",
48,Relizane,Bendaoud,
48,Relizane,"Beni Dergoun",
48,Relizane,"Beni Zentis",
48,Relizane,"Dar Ben Abdelah",
48,Relizane,Djidiouia,
48,Relizane,"El Guettar",
48,Relizane,"El H'madna",
48,Relizane,"El Hassi",
48,Relizane,"El Matmar",
48,Relizane,"El Ouldja",
48,Relizane,"Had Echkalla",
48,Relizane,Hamri,
48,Relizane,Kalaa,
48,Relizane,Lahlef,
48,Relizane,Mazouna,
48,Relizane,Mediouna,
48,Relizane,Mendes,
48,Relizane,"Merdja Sidi Abed",
48,Relizane,Ouarizane,
48,Relizane,"Oued El Djemaa",
48,Relizane,"Oued Essalem",
48,Relizane,"Oued Rhiou",
48,Relizane,"Ouled Aiche",
48,Relizane,"Ouled Sidi Mihoub",
48,Relizane,Ramka,
48,Relizane,Relizane,
48,Relizane,"Sidi Khettab",
48,Relizane,"Sidi Lazreg",
48,Relizane,"Sidi M'hamed Benali",
48,Relizane,"Sidi M'hamed Benaouda",
48,Relizane,"Sidi Saada",
48,Relizane,"Souk El Had",
48,Relizane,Yellel,
48,Relizane,Zemmoura,
49,Timimoun,Aougrout,
49,Timimoun,Charouine,
49,Timimoun,Deldoul,
49,Timimoun,"Ksar Kaddour",
49,Timimoun,Metarfa,
49,Timimoun,"Ouled Aissa",
49,Timimoun,"Ouled Said",
49,Timimoun,Talmine,
49,Timimoun,Timimoun,
49,Timimoun,Tinerkouk,
51,"Ouled Djellal",Besbes,
51,"Ouled Djellal",Chaiba,
51,"Ouled Djellal",Doucen,
51,"Ouled Djellal","Ouled Djellal",
51,"Ouled Djellal","Ras El Miad",
51,"Ouled Djellal","Sidi Khaled",
52,"Beni Abbes","Beni Abbes",
52,"Beni Abbes","Beni Ikhlef",
52,"Beni Abbes","El Ouata",
52,"Beni Abbes",Igli,
52,"Beni Abbes",Kerzaz,
52,"Beni Abbes",Ksabi,
52,"Beni Abbes","Ouled Khoudir",
52,"Beni Abbes",Tabelbala,
52,"Beni Abbes",Tamtert,
52,"Beni Abbes",Timoudi,
53,"In Salah","Foggaret Azzaouia",
53,"In Salah","In Ghar",
53,"In Salah","In Salah",
55,Touggourt,Benaceur,
55,Touggourt,"Blidet Amor",
55,Touggourt,"El Alia",
55,Touggourt,"El Hadjira",
55,Touggourt,Megarine,
55,Touggourt,Mnaguer,
55,Touggourt,Nezla,
55,Touggourt,"Sidi Slimane",
55,Touggourt,Taibet,
55,Touggourt,Tebesbest,
55,Touggourt,Temacine,
55,Touggourt,Touggourt,
55,Touggourt,"Zaouia El Abidia",
56,Djanet,"Bordj El Haouasse",
56,Djanet,Djanet,
57,"El M'Ghair",Djamaa,
57,"El M'Ghair","El M'ghair",
57,"El M'Ghair",Mrara,
57,"El M'Ghair","Oum Touyour",
57,"El M'Ghair","Sidi Amrane",
57,"El M'Ghair","Sidi Khelil",
57,"El M'Ghair",Still,
57,"El M'Ghair",Tenedla,
58,"El Meniaa","El Meniaa",
58,"El Meniaa","Hassi Fehal",
58,"El Meniaa","Hassi Gara",
